Time,Node 159.65.60.19,Node 138.68.173.232,Node 159.65.60.26,Node 138.68.191.108,Node 192.5.86.169,Node 129.114.108.212
1/11/21 11:00,7553146336,11236504331,15052.54323,139713850.2,54168602.62,880164.9043
1/11/21 12:00,6669163393,6569241091,91313.91333,97528225.08,14154160.75,899533.9398
1/11/21 13:00,10625757083,8690895669,37416503.13,80989579.26,27804892.42,977324.7377
1/11/21 14:00,15285799638,5228028230,80047.93962,56498053.14,56412542.04,1113827.015
1/11/21 15:00,10772217205,6718119045,107547.9992,35047654.92,96169807.45,1346400.504
1/11/21 16:00,9812908261,8153311686,59467.67024,42490932.58,79263383.67,1241747.389
1/11/21 17:00,10020328853,7484782531,15177.29569,36457125.09,66645700.77,1198745.953
1/11/21 18:00,14179637235,8732766437,87146222.67,39958142.12,70312073.67,1180976.273
1/11/21 19:00,13161248046,8849790009,48630158.41,48950638.67,130436685.3,1284249.37
1/11/21 20:00,7942685016,10196480281,15180.42274,39494688.26,90359891.17,1217614.006
1/11/21 21:00,8361110448,9100931083,15190.27868,41383574.9,76742713.03,1118640.973
1/11/21 22:00,11103597162,9940392257,47847252.53,39738008.27,74978137.37,1087078.026
1/11/21 23:00,8610580008,4262933686,74434258.41,32109792.68,107313938.9,997214.0168
1/12/21 0:00,9060380168,4382422184,114022.8467,70619499.84,21043528.45,858353.7027
1/12/21 1:00,12112121580,1995817384,22709591.24,138939114.3,54408751.31,881809.7807
1/12/21 2:00,6490059748,2101778187,48526051.2,180618103.7,14383682.21,864683.5861
1/12/21 3:00,6251568968,1459798734,104722.2816,152590924.5,12797334.37,868083.0009
1/12/21 4:00,9385188417,4721214984,55978.20875,82566154.29,25881863.17,867724.8985
1/12/21 5:00,9031899922,7036628138,72496548.78,79149034.51,60206201.48,867326.6465
1/12/21 6:00,9068100649,9705763773,15976.91066,63436657.03,11949230.43,872584.47
1/12/21 7:00,9771061100,3754108871,15267.38785,75641576.75,51328287.61,862187.2976
1/12/21 8:00,9628964806,2070694374,84874404.39,66666353.38,34491546.14,866333.0856
1/12/21 9:00,9452585971,3426074325,107077.9428,123032277.3,5533654.631,885530.275
1/12/21 10:00,9223527496,1838970484,14992.43378,80646563.58,27098632.12,880108.1598
1/12/21 11:00,7284768214,748799451.6,53424.71354,20510793.17,14447916.99,924733.7989
1/12/21 12:00,7067725810,821855630.2,43104417.98,9876441.699,55265052.99,893344.21
1/12/21 13:00,6739040560,953195156,115831717.9,28343649.83,14892655.46,889066.6798
1/12/21 14:00,9780790626,1400051873,64401.95649,25207419.1,32263097.76,1001400.967
1/12/21 15:00,8115809049,1788345362,37391284.23,29899603.76,36172292,1317377.268
1/12/21 16:00,8702964173,808769811.5,14906.60771,32492221.02,79318327.52,1333041.713
1/12/21 17:00,9231036438,1022436991,108970.4088,21443847.75,33148587.21,1156804.561
1/12/21 18:00,11232733840,4526423185,65123.78816,27897603.86,44217373.34,1852149.758
1/12/21 19:00,9884771307,5484422680,15089.0075,25806934.02,38150985.69,1271860.891
1/12/21 20:00,10164976631,745965063.6,67799.12434,26990458.89,87690940.5,1301871.145
1/12/21 21:00,8526662102,1157833750,89188453.51,25290034.14,84245654.39,1639077.819
